Labels,x,y
etiqueta1,0.253387531,0.106027674
etiqueta2,0.083506419,0.062855799
etiqueta3,0.731506452,0.61417158
etiqueta4,0.758694333,0.420466724
etiqueta5,0.29831538,0.496805282
etiqueta6,0.824685536,1.124719165
etiqueta7,0.012605903,-0.170477871
etiqueta8,0.396536795,0.54294456
etiqueta9,0.445207485,0.103468925
etiqueta10,0.827988381,0.591485276
etiqueta11,0.113072359,0.442943583
etiqueta12,0.517679927,0.340483561
etiqueta13,0.124188673,0.497919948
etiqueta14,0.635355065,0.840721044
etiqueta15,0.853304957,0.824564505
etiqueta16,0.35270681,0.493580484
etiqueta17,0.059455114,-0.173303784
etiqueta18,0.010777096,0.136577175
etiqueta19,0.592155639,0.639743901
etiqueta20,0.150314262,0.197183268
etiqueta21,0.920316031,1.355852475
etiqueta22,0.787739691,1.077604136
etiqueta23,0.888208939,1.007012007
etiqueta24,0.430407786,0.504474522
etiqueta25,0.776695626,0.880133434
etiqueta26,0.961449369,1.064850524
etiqueta27,0.649463325,0.903231391
etiqueta28,0.615662447,0.780060386
etiqueta29,0.4801129,0.23798917
etiqueta30,0.118516588,0.22624284
etiqueta31,0.036976492,0.15152651
etiqueta32,0.272949122,0.056281963
etiqueta33,0.686180663,0.645666523
etiqueta34,0.555367474,0.743013096
etiqueta35,0.233204229,0.261629048
etiqueta36,0.133416434,-0.045428707
etiqueta37,0.356678984,0.411386897
etiqueta38,0.592013106,0.772247663
etiqueta39,0.000937433,0.385607496
etiqueta40,0.970386593,0.925875957
etiqueta41,0.873100027,0.984136609
etiqueta42,0.108571211,0.103124736
etiqueta43,0.190920011,0.297097516
etiqueta44,0.855227572,0.802295427
etiqueta45,0.780387977,1.176004515
etiqueta46,0.617496165,0.795049958
etiqueta47,0.211340941,-0.016320926
etiqueta48,0.833641547,1.016270471
etiqueta49,0.251441733,0.423098735
etiqueta50,0.302805225,0.31942183
etiqueta51,0.522510955,0.647254606
etiqueta52,0.189039148,0.024705812
etiqueta53,0.424478022,0.125472687
etiqueta54,0.880957388,0.861948503
etiqueta55,0.343624459,0.24311049
etiqueta56,0.436025133,0.794562427
etiqueta57,0.823115236,0.593731592
etiqueta58,0.583874121,0.416260725
etiqueta59,0.964455103,0.710933921
etiqueta60,0.81927473,0.883259212
etiqueta61,0.075350783,-0.213114364
etiqueta62,0.906234773,0.798071301
etiqueta63,0.407021477,0.755459366
etiqueta64,0.417920998,0.419859634
etiqueta65,0.886142871,0.643144577
etiqueta66,0.343519475,0.471268118
etiqueta67,0.418704645,0.085756274
etiqueta68,0.271559097,0.328021273
etiqueta69,0.609308394,0.714905058
etiqueta70,0.757842604,0.382321951
etiqueta71,0.087734716,0.211398945
etiqueta72,0.981839127,1.192385487
etiqueta73,0.197997909,0.306260725
etiqueta74,0.42014289,0.589039438
etiqueta75,0.202308621,0.171029058
