Labels,x,y
etiqueta1,0.885219327,0.996052033
etiqueta2,0.555367172,0.740934316
etiqueta3,0.127631917,0.078654421
etiqueta4,0.336535609,0.650876268
etiqueta5,0.909670147,1.233454908
etiqueta6,0.371949752,0.346104826
etiqueta7,0.543507949,0.800437787
etiqueta8,0.20781689,-0.105297544
etiqueta9,0.787583397,0.67497159
etiqueta10,0.658574257,0.620042145
etiqueta11,0.113070118,-0.137247484
etiqueta12,0.958392639,0.842361355
etiqueta13,0.026970217,-0.215989408
etiqueta14,0.250635977,0.122904406
etiqueta15,0.824262137,1.058841549
etiqueta16,0.543829837,0.913081842
etiqueta17,0.700190036,0.808329784
etiqueta18,0.554883628,0.754344449
etiqueta19,0.493666458,0.947881041
etiqueta20,0.585150144,0.858150996
etiqueta21,0.320874202,0.539320179
etiqueta22,0.472077202,0.17899537
etiqueta23,0.995566383,1.016778532
etiqueta24,0.393668956,0.370639267
etiqueta25,0.935587078,1.19694658
